Model,Strategy,Method,Rank,Feature,Importance
Logistic Regression,SMOTE,Coefficient,16,moderate_work_activity,0.12948230272592443
Logistic Regression,SMOTE,Coefficient,17,healthcare_visits_past_12_months,0.12097900936320045
Logistic Regression,SMOTE,Coefficient,18,mean_systolic_bp,0.11070366756688832
Logistic Regression,SMOTE,Coefficient,19,fiber_g,0.10856825055035318
Logistic Regression,SMOTE,Coefficient,20,sex,0.09766284955862743
Logistic Regression,SMOTE,Coefficient,21,vigorous_work_activity,0.09267726015674614
Logistic Regression,SMOTE,Coefficient,22,education_level,0.09196086308390623
Logistic Regression,SMOTE,Coefficient,23,race_ethnicity_3.0,0.08487982886937641
Logistic Regression,SMOTE,Coefficient,24,ever_almost_daily_heavy_drinking,0.08006530634836548
Logistic Regression,SMOTE,Coefficient,25,total_fat_g,0.07711918596179602
Logistic Regression,SMOTE,Coefficient,26,mean_diastolic_bp,0.07514534399923802
Logistic Regression,SMOTE,Coefficient,27,ever_smoked_100_cigarettes,0.07502104011935119
Logistic Regression,SMOTE,Coefficient,28,insurance_gap_past_12_months,0.07024021541552919
Logistic Regression,SMOTE,Coefficient,29,energy_kcal,0.06756527384519756
Logistic Regression,SMOTE,Coefficient,30,moderate_recreational_activity,0.067550055574318
Logistic Regression,SMOTE,Coefficient,31,carbohydrate_g,0.05911859192589049
Logistic Regression,SMOTE,Coefficient,32,walk_or_bicycle_transport,0.05785791732220623
Logistic Regression,SMOTE,Coefficient,33,income_poverty_ratio,0.056738675770721454
Logistic Regression,SMOTE,Coefficient,34,phq9_score,0.04886782993001719
Logistic Regression,SMOTE,Coefficient,35,trouble_sleeping_reported_to_doctor,0.03074523810480228
Logistic Regression,SMOTE,Coefficient,36,has_health_insurance,0.02967094050972404
Logistic Regression,SMOTE,Coefficient,37,protein_g,0.027881144304069364
Logistic Regression,SMOTE,Coefficient,38,cholesterol_mg,0.025537893790900375
Logistic Regression,SMOTE,Coefficient,39,adult_food_security_category,0.022489333357319622
Logistic Regression,SMOTE,Coefficient,40,household_food_security_category,0.016667875222759414
Logistic Regression,SMOTE,Coefficient,41,sleep_hours,0.01624970532880428
Logistic Regression,SMOTE,Coefficient,42,physical_activity_moderate_equivalent_min_week,0.004797835309872175
Logistic Regression,SMOTE,Coefficient,43,sedentary_minutes_per_day,0.0036199076624696793
