Model,Strategy,Method,Rank,Feature,Importance
Decision Tree,Undersampling,Permutation,43,total_fat_g,-0.0009948755165283818
Decision Tree,Undersampling,Gini Importance,1,age,0.4192506446572298
Decision Tree,Undersampling,Gini Importance,2,family_history_diabetes,0.1497426624337232
Decision Tree,Undersampling,Gini Importance,3,self_rated_health,0.07711733914130993
Decision Tree,Undersampling,Gini Importance,4,waist_circumference,0.06956128126725468
Decision Tree,Undersampling,Gini Importance,5,total_cholesterol_mg_dl,0.06050627377086619
Decision Tree,Undersampling,Gini Importance,6,bmi,0.05577948098780924
Decision Tree,Undersampling,Gini Importance,7,hdl_cholesterol_mg_dl,0.04616639241654755
Decision Tree,Undersampling,Gini Importance,8,total_sugar_g,0.03324190770113857
Decision Tree,Undersampling,Gini Importance,9,race_ethnicity_3.0,0.013669765771565449
Decision Tree,Undersampling,Gini Importance,10,ever_told_high_cholesterol,0.008115652159752799
Decision Tree,Undersampling,Gini Importance,11,mean_systolic_bp,0.007897072119890441
Decision Tree,Undersampling,Gini Importance,12,income_poverty_ratio,0.0075546318013613185
Decision Tree,Undersampling,Gini Importance,13,physical_activity_moderate_equivalent_min_week,0.00754750875370981
Decision Tree,Undersampling,Gini Importance,14,total_fat_g,0.006214491140172258
Decision Tree,Undersampling,Gini Importance,15,education_level,0.005904451327765654
Decision Tree,Undersampling,Gini Importance,16,healthcare_visits_past_12_months,0.0052698166915324555
Decision Tree,Undersampling,Gini Importance,17,ever_told_hypertension,0.004653634783655638
Decision Tree,Undersampling,Gini Importance,18,sedentary_minutes_per_day,0.004316932542142429
Decision Tree,Undersampling,Gini Importance,19,protein_g,0.0033855886923267243
Decision Tree,Undersampling,Gini Importance,20,fiber_g,0.0030924025550845774
Decision Tree,Undersampling,Gini Importance,21,adult_food_security_category,0.002984194866173037
Decision Tree,Undersampling,Gini Importance,22,vigorous_recreational_activity,0.0028746147926156547
Decision Tree,Undersampling,Gini Importance,23,carbohydrate_g,0.0028427073999560096
Decision Tree,Undersampling,Gini Importance,24,mean_diastolic_bp,0.00231055222641655
Decision Tree,Undersampling,Gini Importance,25,race_ethnicity_4.0,0.0
Decision Tree,Undersampling,Gini Importance,26,race_ethnicity_2.0,0.0
Decision Tree,Undersampling,Gini Importance,27,usual_place_for_healthcare,0.0
Decision Tree,Undersampling,Gini Importance,28,insurance_gap_past_12_months,0.0
Decision Tree,Undersampling,Gini Importance,29,has_health_insurance,0.0
Decision Tree,Undersampling,Gini Importance,30,trouble_sleeping_reported_to_doctor,0.0
Decision Tree,Undersampling,Gini Importance,31,moderate_recreational_activity,0.0
Decision Tree,Undersampling,Gini Importance,32,moderate_work_activity,0.0
Decision Tree,Undersampling,Gini Importance,33,walk_or_bicycle_transport,0.0
Decision Tree,Undersampling,Gini Importance,34,vigorous_work_activity,0.0
Decision Tree,Undersampling,Gini Importance,35,ever_almost_daily_heavy_drinking,0.0
Decision Tree,Undersampling,Gini Importance,36,ever_smoked_100_cigarettes,0.0
Decision Tree,Undersampling,Gini Importance,37,sleep_hours,0.0
Decision Tree,Undersampling,Gini Importance,38,sex,0.0
Decision Tree,Undersampling,Gini Importance,39,household_food_security_category,0.0
Decision Tree,Undersampling,Gini Importance,40,phq9_score,0.0
Decision Tree,Undersampling,Gini Importance,41,energy_kcal,0.0
Decision Tree,Undersampling,Gini Importance,42,cholesterol_mg,0.0
Decision Tree,Undersampling,Gini Importance,43,race_ethnicity_6.0,0.0
