Model,Strategy,Method,Rank,Feature,Importance
XGBoost,Undersampling,XGBoost Gain,1,age,0.14750514924526215
XGBoost,Undersampling,XGBoost Gain,2,waist_circumference,0.0657130554318428
XGBoost,Undersampling,XGBoost Gain,3,vigorous_recreational_activity,0.053601060062646866
XGBoost,Undersampling,XGBoost Gain,4,race_ethnicity_3.0,0.05027543008327484
XGBoost,Undersampling,XGBoost Gain,5,total_cholesterol_mg_dl,0.04525405168533325
XGBoost,Undersampling,XGBoost Gain,6,bmi,0.0406678281724453
XGBoost,Undersampling,XGBoost Gain,7,hdl_cholesterol_mg_dl,0.03494846448302269
XGBoost,Undersampling,XGBoost Gain,8,triglycerides_mg_dl,0.03006727062165737
XGBoost,Undersampling,XGBoost Gain,9,mean_systolic_bp,0.029896073043346405
XGBoost,Undersampling,XGBoost Gain,10,total_sugar_g,0.02772573195397854
XGBoost,Undersampling,XGBoost Gain,11,average_alcoholic_drinks_per_day,0.02457939088344574
XGBoost,Undersampling,XGBoost Gain,12,income_poverty_ratio,0.023340962827205658
XGBoost,Undersampling,XGBoost Gain,13,ldl_cholesterol_mg_dl,0.022525018081068993
XGBoost,Undersampling,XGBoost Gain,14,alcohol_info_missing,0.021669302135705948
XGBoost,Undersampling,XGBoost Gain,15,education_level_2.0,0.021361814811825752
XGBoost,Undersampling,XGBoost Gain,16,race_ethnicity_6.0,0.021201886236667633
XGBoost,Undersampling,XGBoost Gain,17,mean_diastolic_bp,0.020596718415617943
XGBoost,Undersampling,XGBoost Gain,18,moderate_recreational_activity,0.019369538873434067
XGBoost,Undersampling,XGBoost Gain,19,sleep_hours,0.0193374864757061
XGBoost,Undersampling,XGBoost Gain,20,fiber_g,0.019276659935712814
XGBoost,Undersampling,XGBoost Gain,21,carbohydrate_g,0.019260147586464882
XGBoost,Undersampling,XGBoost Gain,22,education_level_5.0,0.01844905875623226
XGBoost,Undersampling,XGBoost Gain,23,race_ethnicity_7.0,0.018220363184809685
XGBoost,Undersampling,XGBoost Gain,24,moderate_work_activity,0.017856599763035774
XGBoost,Undersampling,XGBoost Gain,25,protein_g,0.017816627398133278
XGBoost,Undersampling,XGBoost Gain,26,race_ethnicity_2.0,0.016894107684493065
XGBoost,Undersampling,XGBoost Gain,27,energy_kcal,0.016777290031313896
XGBoost,Undersampling,XGBoost Gain,28,sex_2.0,0.016731707379221916
XGBoost,Undersampling,XGBoost Gain,29,cholesterol_mg,0.016669195145368576
XGBoost,Undersampling,XGBoost Gain,30,walk_or_bicycle_transport,0.01656997948884964
XGBoost,Undersampling,XGBoost Gain,31,total_fat_g,0.01620045118033886
XGBoost,Undersampling,XGBoost Gain,32,race_ethnicity_4.0,0.015325482934713364
XGBoost,Undersampling,XGBoost Gain,33,education_level_3.0,0.014518531039357185
XGBoost,Undersampling,XGBoost Gain,34,vigorous_work_activity,0.014326977543532848
XGBoost,Undersampling,XGBoost Gain,35,ever_smoked_100_cigarettes,0.013255570083856583
XGBoost,Undersampling,XGBoost Gain,36,education_level_4.0,0.01221497356891632
